P1: 238.1
P2: 200.8
P3: 1035.4
P4: 204.2
P5: 275.5
P6: 467.8
P7: 455.1
P10: 288.9
P11: 293.8
P12: 380.9
P13: 670.1
P14: 528.4
P15: 225.4
P16: 714.9
P17: 697.0
P18: 347.9
P19: 896.2
P20: 720.6
P21: 446.7
P23: 800.6
P24: 220.0
P25: 823.2
P27: 647.4
P28: 281.3
P30: 519.0
P31: 333.6
