P1: 258.9
P2: 293.8
P3: 618.4
P4: 171.8
P5: 416.0
P6: 544.7
P7: 542.7
P10: 549.9
P11: 185.8
P12: 260.5
P13: 860.5
P14: 967.4
P15: 236.6
P16: 1039.1
P17: 465.2
P18: 408.8
P19: 345.7
P20: 236.1
P21: 667.1
P23: 662.2
P24: 206.4
P25: 894.9
P27: 679.9
P28: 349.8
P30: 808.1
P31: 148.8
